formula,image
"g \, e ^ { { \vec { \xi } } . { \vec { X } } } = e ^ { { \vec { \xi } } \, ^ { \prime } . { \vec { X } } } e ^ { { \vec { u } } \, ^ { \prime } . { \vec { T } } } ,",4ec63b04f0.png
T _ { \bar { \imath } \bar { \jmath } k } = T _ { i \bar { \jmath } \bar { k } } = T _ { \bar { \imath } j \bar { k } } = m \epsilon _ { i j k } \ .,7655c206d2.png
"{ \cal D } _ { b } \psi ^ { a b } = 0 , \quad \quad \psi ^ { a b } = \psi ^ { b a } ,",2c06a9690c.png
"\{ \phi , \psi \} = \{ \phi , \psi \} _ { \mathrm { K i r } } + \partial ^ { i } \phi L _ { i } \psi - \partial ^ { i } \psi L _ { i } \phi , ~ ~ ~ \phi , \psi \in \mathrm { F u n } ( T ^ { * } G ) .",63d175a5e0.png
"[ \partial _ { x } - \sum _ { s = 1 } ^ { m _ { 1 } } A ^ { - s } , \partial _ { y } - ( \rho h ) - \sum _ { s = 1 } ^ { m _ { 2 } } A ^ { + s } ] = 0",19aa0666cc.png
\vec { E } ( \tau ) = \left[ { \frac { d ^ { 2 } } { d \tau ^ { 2 } } } - ( 2 / \tau ) { \frac { d } { d \tau } } \right] \vec { G } ( \tau ),2e6122dbfc.png
"A ( b , \theta ) = A ( b , \theta ) ^ { \geq 0 } + A ( b , \theta ) ^ { < 0 } .",1d95e13fad.png
"\nabla _ { \nu } \nabla ^ { \nu } A _ { \mu } = - I _ { A \mu } = 4 e \Phi ^ { 2 } ( \chi _ { A , \mu } + e A _ { \mu } ) .",4c9f09e110.png
( 1 + \theta + \omega + \theta \omega ) ( 1 + \alpha \Omega ^ { \prime } ),74190c896d.png
"\operatorname { l o g } \, Z \left( \beta \right) = \frac { f \left( 0 \right) } { 2 } - I \left( 0 \right) - 2 \sum _ { n = 1 } ^ { \infty } I \left( n \right) ,",550610d5d3.png
"\frac { d \phi ^ { i } } { d t } = - g ^ { i j } \frac { \partial W } { \partial \phi ^ { j } } \ ,",d5c0896dd6.png
L _ { 1 } = \mathcal { \vartheta } _ { 3 } ^ { 4 } ( 0 | \theta ) - \mathcal { \vartheta },41dbc59f9c.png
"p _ { \mu } ^ { i } \left( \kappa \right) = P _ { \mu } \, \, v ^ { i } \left( \kappa \right) + \varepsilon _ { a b } W _ { \mu } ^ { a } \, \lambda ^ { i b } \left( \kappa \right)",7cf89ec296.png
"I _ { 1 } ( y , \mp r ) = \int _ { 0 } ^ { \infty } \frac { d x } { \sqrt { x ^ { 2 } + y ^ { 2 } } } \frac { 1 } { \operatorname { e x p } ( \sqrt { x ^ { 2 } + y ^ { 2 } } \mp r ) + 1 } ,",412e20f23f.png
"r \rightarrow r _ { 0 } , f \rightarrow 1 + s i n h ^ { 2 } \gamma = c o s h ^ { 2 } \gamma \equiv \lambda ^ { 3 }",178ed65519.png
"q _ { j } ( x _ { 0 } ) = A _ { j + 1 } , \quad q _ { j } ^ { \prime } ( x _ { 0 } ) = B _ { j + 1 } , \quad j = 0 , 1 , \ldots , n - 1 .",40e8f91d3e.png
"\partial ^ { 2 } \bar { \Psi } ^ { \alpha } - i g \; \partial _ { x + i y } \Phi \; \partial _ { 0 - z } \bar { \Psi } ^ { \alpha } + i g \; \partial _ { 0 - z } \Phi \; \partial _ { x + i y } \bar { \Psi } ^ { \alpha } = 0 \, ,",216b9616b6.png
"Q = \frac { 1 } { 2 \pi } 2 \pi \theta \sum _ { k = 0 } ^ { \infty } \left\langle k \right| \left( - \theta ^ { - 1 } n \left| 0 \right\rangle \left\langle 0 \right| \right) \left| k \right\rangle = - n ,",54a0a20a42.png
"[ \: x ^ { \lambda } , \eta _ { \mu \nu } \, \dot { x } ^ { \mu } \, \dot { x } ^ { \nu } \: ] = 0 .",56113331d4.png
m _ { h } = \frac { g _ { s m } ^ { 2 } | \psi ( 0 ) | ^ { 2 } } { M _ { G } ^ { 2 } } = \frac { M _ { G } } { \sqrt { \pi } c _ { f } \alpha _ { s } \sqrt { N _ { s d } } },3982559db9.png
"{ \bf \Phi } _ { 1 } ^ { ( n _ { \rho } , m ) } = { \bf \Phi } _ { 1 } ^ { ( n _ { \rho } , m ) } ( \rho , k ) = \left( \begin{array} { c } { \phi _ { 1 } ^ { ( n _ { \rho } , m ) } ( \rho , k ) } \\ { \phi _ { 2 } ^ { ( n _ { \rho } , m ) } ( \rho , k ) } \\ \end{array} \right)",1e1505c92f.png
\frac { d \lambda ^ { \gamma } } { d u } = { \tilde { f } } _ { \gamma } ( u ) \lambda _ { 1 },24d3cd46d2.png
u _ { 2 } = \xi _ { 0 } + i \xi _ { 3 } = \rho ~ \frac { e ^ { i \psi } } { \sqrt { 1 + z \bar { z } } },3b7a1a6e70.png
"\phi ( \Gamma ) ( m ; p _ { i } ) = \int _ { 0 } ^ { \infty } \frac { F _ { \Gamma } ( r ; m ; p _ { i } ) } { r } d r ,",1915502af4.png
"k ^ { 2 } = \frac { b ^ { 2 } } { 4 } + \frac { \pi ^ { 2 } } { y _ { c } ^ { 2 } } n _ { k } ^ { 2 } ~ ,",6cd24e259e.png
"\delta \hat { \vec { B } } \; = \; d \hat { \vec { \cal N } } \; \rightarrow \; \delta \hat { \vec { B } } \, = \, { \cal D } \hat { \vec { \cal N } } \, = \, d \hat { \vec { \cal N } } \, + \, \hat { \cal E } \wedge \hat { \vec { \cal N } } \; ,",6e33251164.png
\langle \Theta \rangle = c ~ R ^ { ( 2 ) } + \beta ^ { i } \langle V _ { i } \rangle,795c17720d.png
"g _ { 2 } \equiv r + \frac { \lambda v ^ { 2 } } { 2 } + \frac { w v ^ { 4 } } { 2 4 } ,",62a80b376c.png
"H = \frac { 1 } { 2 } \int ( { \cal H } + \bar { \cal H } ) d x ,",31546c8b41.png
G _ { \mathrm { c o m p a c t } } = S O \left( 2 \right) _ { E } \oplus S O \left( 3 \right) _ { S } \oplus S O \left( 2 \right) _ { R } \subset G _ { \mathrm { e v e n } } .,46bc294f37.png
\tilde { \cal E } _ { q } [ \phi ( x ) ] \sim \frac { 1 } { 2 } \left( \sum _ { \tilde { E } _ { j } } | \tilde { E } _ { j } | - \sum _ { \tilde { E } _ { j } ^ { 0 } } | \tilde { E } _ { j } ^ { 0 } | \right) + \tilde { \cal E } _ { c t } [ \phi ( x ) ],23d23c19eb.png
"\zeta = \kappa \operatorname { c o s } \theta , \quad k = \kappa \operatorname { s i n } \theta ,",7cb32fac57.png
S = t r H ^ { 4 } - 2 { \mu } ^ { 2 } t r H ^ { 2 } + n { \mu } ^ { 4 } .,4f1986e78c.png
"S ^ { - 1 } ( p ) = i \gamma \cdot p A ( p ^ { 2 } ) + B ( p ^ { 2 } ) ,",4c7fe5c962.png
"x ^ { \mu } = R ^ { \mu } ( \tau , \sigma ) + \rho ^ { \alpha } n _ { ( \alpha ) } ^ { \mu } ( \tau , \sigma ) \; \; ,",7389651287.png
"T ^ { \prime i j } = T ^ { i j } + S ^ { i k j } { } _ { ; k } ,",2d8ebc9df7.png
t ^ { 2 } - v ^ { 2 } t + \Lambda ^ { 2 } v ^ { 2 } = 0 .,1955b98ce0.png
"L = g ^ { - 1 } C g , \quad L \in G ^ { * } , \quad g \in G ,",56077c7b8d.png
"c _ { n } \equiv t r _ { q } K ^ { n } \quad , \quad K c _ { n } = c _ { n } K \quad .",8adfa46d9e.png
"{ \bf e ^ { a } } = 2 ( 2 \alpha ^ { \prime } ) ^ { - 1 / 2 } { \bf w ^ { a } } \ ,",14bb617dee.png
"\psi _ { c o v a r } ( p , g ) = F ( L ^ { - 1 } ( p ) g ) \psi ( p )",76653bc864.png
"H = \frac { 1 } { 4 \pi } \left( P ^ { 2 } + 4 \omega ^ { 2 } \, e ^ { 2 \gamma Q } \right)",7620040742.png
"{ \tilde { \epsilon } } = \int _ { r _ { h } } ^ { r _ { h } + \epsilon } d r \, \Delta ^ { - \frac { 1 } { 2 } } = 2 \epsilon ^ { \frac { 1 } { 2 } } \left( \Delta _ { h } ^ { \prime } \right) ^ { - \frac { 1 } { 2 } } + O ( \epsilon ^ { \frac { 3 } { 2 } } ) ,",20ecceacba.png
"0 = \frac { \partial \left\langle V , V \right\rangle } { \partial \lambda _ { m } }",190a4d7839.png
S ( \mathrm { i } \pi - \theta ) = - \mathrm { i } t a n h ( \frac { \theta } { 2 } ) \; \; \; \bar { S } ( \theta ),2187611cd5.png
( - ) ^ { { \bar { \alpha } } + { \bar { \beta } } + \bar { \alpha } \bar { \beta } } \frac { { \bar { \vartheta } } [ _ { \bar { \beta } } ^ { \bar { \alpha } } ] } { { \bar { \eta } } } \rightarrow \frac { { \bar { \vartheta } [ _ { \bar { \beta } } ^ { \bar { \alpha } } ] } ^ { 1 3 } } { { \bar { \eta } } ^ { 1 3 } } .,2817a56674.png
R _ { 1 } ^ { \mathbf { I I B } } = \frac { R } { \sqrt { 2 } N _ { 2 } } \quad \textrm { a n d } \quad \omega _ { n } = \sqrt { \mu ^ { 2 } + \frac { n ^ { 2 } } { l _ { s } ^ { 4 } ( p ^ { + } ) ^ { 2 } } } .,2dfcef9eb0.png
"\delta _ { i = j } = \delta _ { + - } = \delta _ { - + } = 1 , \quad \delta _ { i \neq j } = \delta _ { i + } = \delta _ { i - } = \delta _ { + + } = \delta _ { -- } = 0 .",4e67fd1568.png
S _ { \mathrm { b o u n d a r y } } ^ { \mathrm { q u i n t i c } } = \int d x ^ { 0 } \frac { \theta } { 4 \pi r } \sum _ { i } \left( \overline { { \psi } } _ { + i } \psi _ { + i } + \overline { { \psi } } _ { - i } \psi _ { - i } \right),47bfa0eec5.png
"\eta = \int ^ { X ^ { 0 } } \frac { d X ^ { 0 } } { R ( X ^ { 0 } ) } ~ ,",6fa146daf6.png
E ^ { f K K } = - { \cal { F } } \left[ \frac { \sqrt { { \bf p } ^ { 2 } + a ^ { 2 } k ^ { 2 } x ^ { 2 } } } { 2 } \operatorname { t a n h } \left( \frac { \beta } { 2 } \sqrt { { \bf p } ^ { 2 } + a ^ { 2 } k ^ { 2 } x ^ { 2 } } \right) \right] .,7a6498e465.png
"W ^ { \mathrm { \scriptsize ~ r e n } } = - \frac 1 2 \zeta ^ { D } ( 0 ) ^ { \prime } - \operatorname { l o g } ( \mu ) \zeta ^ { D } ( 0 ) \, .",4c0346a484.png
"\nu _ { - a b } \equiv n _ { - a b } \circ \varphi _ { + } , \qquad \eta _ { - a b } \equiv h _ { - a b } \circ \varphi _ { + } .",667ed1d308.png
\delta B = { \frac { 1 } { 2 } } \delta \bar { \theta } \Gamma _ { M N } \theta ( d X ^ { M } d X ^ { N } + \bar { \theta } \Gamma ^ { M } d \theta d X ^ { N } + { \frac { 1 } { 3 } } \bar { \theta } \Gamma ^ { M } d \theta \bar { \theta } \Gamma ^ { N } d \theta ),18dd5bebfe.png
T \equiv \frac { 1 } { \sqrt { 1 - y _ { 3 } ^ { 2 } } } \left( y _ { 2 } { \bf 1 } _ { 2 } + i { \bf y } \cdot \mathrm { \boldmath ~ \sigma ~ } \right) \; \; .,e7dbdb276c.png
"M _ { i j } \partial ^ { ( j } A ^ { i ) } = 0 , M _ { i j } \partial ^ { i } \partial ^ { j } A _ { k } = 0 .",26a03f5f3e.png
"N = \sum _ { n > 0 } \alpha _ { - n } ^ { i } ( E ) G _ { i j } \alpha _ { n } ^ { j } ( E ) , \, \tilde { N } = \sum _ { n > 0 } \tilde { \alpha } _ { - n } ^ { i } ( E ) G _ { i j } \tilde { \alpha } _ { n } ^ { j } ( E )",1eba968689.png
"c ( i , j , k ) = ( - ) ^ { B ( \beta _ { i } , \beta _ { j } ) + B ( \beta _ { i } , \beta _ { k } ) + B ( \beta _ { j } , \beta _ { k } ) + B ( \beta _ { 0 } , \omega ) + 1 }",28bee01ebd.png
\omega = \phi ^ { \alpha } \cdot \sum _ { i _ { 1 } < \cdots < i _ { k } } a _ { i _ { 1 } \cdots i _ { k } } ( v ) d v ^ { i _ { 1 } } \wedge \cdots \wedge d v ^ { i _ { n } },1ccca004c3.png
"e _ { \mu } ^ { f } = \left( { \frac { 1 } { 2 } } \left( e _ { \mu } ^ { [ + 2 ] } + e _ { \mu } ^ { [ - 2 ] } \right) , { \frac { 1 } { 2 } } \left( e _ { \mu } ^ { [ + 2 ] } - e _ { \mu } ^ { [ - 2 ] } \right) \right)",8c0b3f6ff6.png
f ( \mu ) = \pi - f ( \pi - \mu ) .,23ff5d43fa.png
\Sigma _ { \alpha \beta } = V ^ { - 1 } ~ \sigma _ { \alpha \beta } V,75735bfa6b.png
"{ \cal H } _ { T } = { \cal H } _ { 1 } + \Sigma _ { i = 1 } ^ { 3 } c ^ { i } \, \phi _ { i } , \; \; \; \; \; { \cal H } _ { 1 } = - \frac { 1 } { 2 } r ^ { 2 } q _ { x x } - p \, q _ { x x }",68844fd309.png
"{ \frac { \partial ^ { 2 } \varphi } { \partial \tau ^ { 2 } } } + { \frac { \partial ^ { 2 } \varphi } { \partial r ^ { 2 } } } + { \frac { 2 } { r } } { \frac { \partial \varphi } { \partial r } } = { \frac { \partial U ( \varphi , T ) } { \partial \varphi } } ,",2e35cd83e8.png
V _ { \mu } \rightarrow \frac { i } { g } ~ \theta ( \mathrm { \boldmath ~ r ~ } ) ~ \partial _ { \mu } ~ \theta ( \mathrm { \boldmath ~ r ~ } ) + \theta ( \mathrm { \boldmath ~ r ~ } ) ~ V _ { \mu } ~ \theta ^ { \dag } ( \mathrm { \boldmath ~ r ~ } ),7fc9603050.png
"[ a _ { 1 } , a _ { 2 } , \cdots ~ , a _ { r } ] \rightarrow [ a _ { 1 } , a _ { 2 } , \cdots ~ , ( a _ { j } + 1 ) , 1 , ( a _ { j } + 1 ) , \cdots ~ , a _ { r } ]",7c6531f57f.png
"[ Q _ { i } , \; Q _ { j } ] _ { + } = \sum _ { n = 0 } ^ { \infty } \; A _ { M _ { 1 } } ^ { \dagger } \ldots A _ { M _ { n } } ^ { \dagger } ( A ^ { \dagger } [ \Gamma _ { i } , \; \Gamma _ { j } ] _ { + } A ) A _ { M _ { n } } \ldots A _ { M _ { 1 } } .",43e44bc1e6.png
\beta ( g ) = - g \frac { b _ { 0 } + b _ { 1 } g + b _ { 2 } g ^ { 2 } } { 1 + a _ { 1 } g + a _ { 2 } g ^ { 2 } },134ca7f589.png
"A ^ { \mathrm { T } } = - A , \qquad M \eta A + A \eta M = 0",124a510572.png
"J _ { \mu } = - { \frac { i e } { 2 } } \bigg [ \Phi ^ { \ast } D _ { \mu } \Phi - \Phi \big ( D _ { \mu } \Phi \big ) ^ { \ast } \bigg ] \, .",217c11c290.png
"\gamma _ { i } ( \beta \sqrt { - \triangle } ) = \int _ { 0 } ^ { \infty } \! \! { \mathrm d } t \, \, g _ { i } ( t ) \left[ \frac { 2 \pi } { \beta { \sqrt { - \triangle } } \, t } \, \frac { 1 } { { \mathrm s h } ( 2 \pi t / ( \beta { \sqrt { - \triangle } } ) ) } - \frac { 1 } { t ^ { 2 } } \right] ,",6a7d838ceb.png
\xi _ { 1 } ^ { m } ( u ) = - \frac { \partial \xi _ { 2 } ^ { 1 } ( u ) } { \partial x ^ { m } } + \sum _ { i = 1 } ^ { n } x ^ { i } ( u ) \frac { \partial \xi _ { 1 } ^ { i } ( u ) } { \partial x ^ { m } } .,2af5ce9da2.png
"\sigma _ { \mathrm { a b s } } ^ { ( 1 , 0 ) } = \frac { { \cal A } _ { H } } { 2 } .",18d380f64a.png
"\psi ( x ) \mapsto \psi ^ { \prime } ( x ) \equiv e ^ { i \theta ( x ) } \psi ( x ) \ , \hspace { 2 e x } \overline { \psi } ( x ) \mapsto \overline { { \psi ^ { \prime } } } ( x ) \equiv \overline { \psi } ( x ) e ^ { - i \theta ( x ) } \ .",4d1149ae54.png
V ( \phi ) = { \frac { \lambda } { 2 } } \left( \phi ^ { a } \phi ^ { a } - v ^ { 2 } \right) ^ { 2 } \ .,1d680e7a35.png
{ \widetilde \Phi } ^ { A ^ { \prime } } ( \gamma ) \equiv \gamma ^ { A ^ { \prime } C ^ { \prime } C } \; { _ { e } n _ { C C ^ { \prime } } } = 0 \; .,21af95c2df.png
"\phi = \pm \imath \operatorname { l o g } \frac { 2 } { \beta } \left( 1 + \sqrt { 1 - \frac { \beta ^ { 2 } } { 4 } } \right) ,",20d488de0e.png
N \approx L ^ { 2 } \left[ 1 + \frac { \gamma \beta L } { 2 ( 1 - \gamma L ) ^ { 2 } } \right] .,7d9ab20550.png
"- \left( \frac { \partial } { \partial \xi } , \frac { \partial } { \partial \eta } \right) \Gamma ( \xi , \eta ) \left( \begin{array} { c } { \frac { \partial } { \partial \xi } } \\ { \frac { \partial } { \partial \eta } } \\ \end{array} \right)",2d7d315ab7.png
i \frac { \partial \psi } { \partial t } = - i \mathrm { \boldmath ~ \alpha ~ } \cdot \nabla \psi + \beta m \psi - q \mathrm { \boldmath ~ \alpha ~ } \cdot { \bf A } \psi + q A _ { 0 } \psi,7c95382414.png
"D G _ { R } = 0 , ~ ~ ~ ~ ~ ~ G _ { L } \overleftarrow { D } = 0",de8534f55a.png
\Pi _ { b } ^ { \mu \nu } ( p ) = \int \frac { d ^ { 4 } k } { ( 2 \pi ) ^ { 4 } } t r \left\{ \gamma ^ { \mu } S ( l ) \gamma ^ { \nu } G _ { b } ( l + p ) + \gamma ^ { \mu } G _ { b } ( l + p ) \gamma ^ { \nu } S ( l ) \right\} .,62756b2706.png
{ \frac { \tau _ { j k } } { c _ { 2 } \tau \sp 2 _ { j m } } } =,a6077cbcac.png
"M ( E ) = \left( \begin{array} { l l } { g - B g ^ { - 1 } B } & { B g ^ { - 1 } } \\ { - g ^ { - 1 } B } & { g ^ { - 1 } } \\ \end{array} \right) ,",17f1c3c228.png
"I _ { e f f } ^ { \mathrm { C . S } } = \frac { m } { | m | } \theta ( m ^ { 2 } - \mu ^ { 2 } ) \pi W [ A ] ,",2b8c88ee64.png
\delta S _ { W Z N W } = \frac { k } { 2 \pi } \int _ { \partial M } ( \partial _ { \tau } ( U ^ { - 1 } \partial _ { \phi } U ) \delta U .,3b48db8330.png
\frac { 1 } { 2 } \rho \xi ^ { - 2 } = Y ^ { 2 } \pm U \mp V - X ^ { 2 } - Z \geq 0 .,931e144505.png
"{ F } = { \sum _ { m = 1 / 2 } ^ { \infty } \psi _ { - m } \cdot \psi _ { m } } - 1 ~ ~ , ~ ~ { G } = { - \sum _ { m = 1 / 2 } ^ { \infty } \left( \gamma _ { - m } \beta _ { m } + \beta _ { - m } \gamma _ { m } \right) } ~ ~ .",7b549cf22c.png
"e _ { 1 } = \left| \begin{array} { c } { \overrightarrow { e _ { 1 } } } \\ { 0 } \\ \end{array} \right| , \quad e _ { 2 } = \left| \begin{array} { c } { \overrightarrow { e _ { 2 } } } \\ { 0 } \\ \end{array} \right| , \quad e _ { 3 } = \left| \begin{array} { c } { \overrightarrow { e _ { 3 } } } \\ { 0 } \\ \end{array} \right| , \quad e _ { 4 } = \left| \begin{array} { c } { 0 } \\ { 1 } \\ \end{array} \right| .",7222c26c18.png
\frac { d ( T _ { \eta } ^ { \eta } c ( \eta ) } { d \eta } = \frac { \dot { c } ( \eta ) } { 2 } T _ { \beta } ^ { \beta } .,2eecb90b72.png
R _ { \pm } ( d T ) _ { 1 } ( d T ) _ { 2 } = - ( d T ) _ { 2 } ( d T ) _ { 1 } R _ { \mp } .,688df0df75.png
"I _ { m n } = \int d \bar { z } d z \ e _ { q } ^ { - \bar { z } z } z ^ { n } \bar { z } ^ { m } = \delta _ { m n } [ n ] ! \ ,",4a0e64d10d.png
( \gamma / \nu d _ { H } ) _ { e f f } \equiv \operatorname { l n } \left( { \frac { \chi _ { 2 N } } { \chi _ { N } } } \right) / \operatorname { l n } 2 .,488bd438ba.png
"[ A ( m ) , \bar { A } ( m ^ { \prime } ) ] = \delta _ { m m ^ { \prime } } \ \ \ \mathrm { a n d \ \ o t h e r s } = 0 .",f1959f2ba0.png
"\Lambda ^ { 0 } = ( \partial _ { i } F ^ { i o } - \rho ) \dot { { \bar { c } } } - b \nabla ^ { 2 } { \bar { c } } ,",3d3af5cf5a.png
"\Psi _ { F Q H E } ^ { m } ( Z ) = \prod _ { i < j } ^ { N } ( Z _ { i } - Z _ { j } ) ^ { m } \operatorname { e x p } \{ - \sum _ { k = 1 } ^ { N } | Z _ { k } | ^ { 2 } \} ,",684b823b9f.png
\mathbf { \gamma } _ { b } ^ { a } = - ( \alpha _ { b c } ^ { a } \mathbf { \omega } ^ { c } + \beta _ { b } ^ { a c } \mathbf { \omega } _ { c } ),6026138ebe.png
"\xi ^ { ( i ) } ( x _ { + } ) \equiv \langle \lambda ^ { i } | T _ { L } , { } ~ ~ ~ ~ \bar { \xi } ^ { ( i ) } ( x _ { - } ) \equiv T _ { R } ^ { - 1 } | \lambda ^ { i } \rangle",58b0af9a15.png
"t ^ { t t } \approx \ell ^ { 2 } \delta ^ { - 2 } \, \Rightarrow \, < 0 | T ^ { t t } | 0 > \approx \hbar \ell ^ { 2 } \delta ^ { - 6 } \approx \hbar \ell ^ { - 1 } ( \ell - T ) ^ { - 3 } .",699cbf3379.png
"N = \frac { 1 } { 2 } ( 2 \times 2 4 - 2 \times 2 2 - 2 ) = 1 \ ,",45af0dfcca.png
"H _ { \mu \nu } = \mu \delta _ { \mu , \nu } , \quad E ( \alpha ) _ { \mu \nu } = \delta _ { \mu - \nu , \alpha } .",36a8d9dc06.png
"\Lambda = \frac { d Y } { d { \cal G } } \, { \cal G } - Y",9eac02a9da.png
Y ^ { \mu } = \frac { x _ { 1 3 } ^ { \mu } } { x _ { 1 3 } ^ { 2 } } - \frac { x _ { 2 3 } ^ { \mu } } { x _ { 2 3 } ^ { 2 } },42b20bc6d2.png
"\overline { { \sigma } } _ { 3 } ^ { \prime } ( s ) = - 4 \frac { \mu ( t ) + \mu ( t ^ { 2 } ) } { \sqrt { s ( s - 4 ) } } \, \Theta ( s - 4 )",759f4fc7c4.png
"F _ { \theta \phi } ^ { I } = k q ^ { I } f ( \theta ) , \qquad A _ { \phi } ^ { I } = k q ^ { I } \int f ( \theta ) d \theta .",7a4a0fbe98.png
"\operatorname* { s u p } _ { x } \frac { | f ( x ) - f ( p ) | } { \mathrm { d i s t } ( x , p ) } \leq \operatorname* { s u p } _ { x } \operatorname* { l i m } _ { p \to x } \frac { | f ( x ) - f ( p ) | } { \mathrm { d i s t } ( p , q ) } ~ .",77a207b3bd.png
"\operatorname* { d e t } V _ { \pm } [ \alpha ] \operatorname* { d e t } V _ { \pm } [ \beta ] = \operatorname* { d e t } V _ { \pm } [ \alpha + \beta ] \; ,",7927cb4cd3.png
J ^ { M } = - \frac { 1 } { \sqrt { g _ { 5 } } } \frac { \delta S _ { b u l k } } { \delta \partial _ { M } \phi } .,50b736b0b3.png
\left. { \delta I / { \delta \phi } } \right| _ { \phi = \phi _ { 0 } } = 0 ~ ~ ~ .,3e30c4b1fe.png
"b _ { 0 } = b _ { 0 , r e n } + { \frac { m ^ { 2 } ( 1 / 6 - \xi ) } { 1 6 \pi ^ { 2 } \epsilon } }",47ab4b9eac.png
"\dot { G } _ { B } ( \tau , \tau ) = 0 , \quad \dot { G } _ { B } ^ { 2 } ( \tau , \tau ) = 1",7611483793.png
h _ { \ell } = - \frac { d ^ { 2 } } { d r ^ { 2 } } + \frac { \ell ( \ell + 1 ) } { r ^ { 2 } } + \frac { \gamma } { r },5049616b13.png
E \rightarrow E ^ { \prime } = ( \alpha E + \beta ) ( \gamma E + \delta ) ^ { - 1 } ~ .,2457925124.png
"\dot { \phi } _ { i } ~ = ~ g _ { i } ( \phi _ { i } , { \frac { \delta S } { \delta \phi _ { i } } } , \rho ) ~ = ~ f _ { i } ( \phi _ { i } , \rho ) .",5319a5cd5b.png
"\hat { \theta } = \hat { \theta } ( x , y , \tilde { x } , \tilde { y } ) = \hat { \theta } ^ { + } .",47ece0f8c0.png
\Omega _ { U V } \Omega _ { V W } \Omega _ { W U } = \mathrm { i d },30a0b199f2.png
"\left\{ Q _ { n } ^ { - } , Q _ { n } ^ { + } \right\} _ { P B } = - i ( H _ { n } ) ^ { n } , \qquad \{ Q _ { n } ^ { \pm } , H _ { n } \} _ { P B } = 0 .",59f60efb0b.png
"L = \sum _ { i = 1 } ^ { N } [ { \frac { 1 } { 2 } } ( P _ { i } ^ { 2 } + { e ^ { - ( Q _ { i + 1 } - Q _ { i } ) } } ) { \dot { Q } } _ { i } + \pi _ { i } ( P ) { \dot { P } } _ { i } ] - H ( Q , P )",b58eb32942.png
"( 1 - P ) \, a \, T \ = \ 0 \quad ,",6e3430c217.png
"x ^ { 0 } ( \tau , \sigma ) = \frac M L \tau , \quad \quad x ^ { 1 } ( \tau , \sigma ) = q + \frac M { 2 L } \, [ f ( \tau + \sigma ) + g ( \tau - \sigma ) ] ,",27a2603118.png
| D \rangle _ { 0 } = { \frac { 1 } { \sqrt { M } } } | { \widetilde D } \rangle _ { 0 } ~ .,28bd09a362.png
\overline { { \Delta _ { A Y ^ { \prime } } ^ { a } } } = \epsilon ^ { A B } \epsilon ^ { Y ^ { \prime } Z ^ { \prime } } \Delta _ { B Z ^ { \prime } } ^ { a } \; .,783f45a74a.png
\psi \left( x \right) = \psi _ { o u t } \left( x \right) + \int S _ { A } \left( x - y \right) j \left( y \right) d ^ { 4 } y,40438319b3.png
"f _ { g } ( \mu ) = \frac { 1 + ( 1 - g ) \mu } { 1 - g \mu } \, ,",3bc0cd120b.png
"\Delta a _ { j } ^ { i } ( x , y , z ) = a _ { j } ^ { i } ( x , y , z ) = \sum _ { k , l } a _ { k } ^ { i } ( x ) a _ { l } ^ { k } ( y ) a _ { j } ^ { l } ( z )",7953333f74.png
\phi _ { n } = \phi _ { n } ^ { \left( 0 \right) } - T \sum _ { m = - \infty } ^ { \infty } \Delta _ { F } ^ { n - m },12973ae6bf.png
"e _ { \mu } ^ { a } \, e _ { \nu } ^ { b } \, \hat { \xi } _ { a b } \, e ^ { c \, \mu } \, e ^ { d \, \nu } \, \hat { \xi } _ { c d } = \Omega ^ { - 1 } \, \hat { \eta } _ { \mu \nu } \, \hat { \eta } ^ { \mu \nu } \, \Omega .",51b9b3d233.png
"\partial _ { a } \hat { X } ^ { - } = 0 , \hspace { 1 . 0 c m } \partial _ { a } \hat { X } ^ { M } = 0",3d592d51f4.png
\kappa = \sqrt { { \frac { g ( g + 1 ) } { R ^ { 2 } } } + R ^ { 2 } - ( 2 \epsilon + 2 g - 1 ) } \approx { \frac { \sqrt { g ( g + 1 ) } } { R } },2168ed75c2.png
"\Gamma [ W , \bar { W } , q ^ { + } ] = S [ V ^ { + + } , q ^ { + } ] + \bar { \Gamma } [ W , \bar { W } , q ^ { + } ] ,",62ebfd5a50.png
"{ \gamma } _ { 1 1 } = { \gamma } _ { 2 2 } = e ^ { \Psi } ~ , ~ ~ ~ ~ { \gamma } _ { 3 3 } = 1 ,",5e5e08a0ff.png
\delta _ { l } ^ { ( 2 ) } \approx \eta \left[ \operatorname { l n } \left( \frac { z _ { l } } \alpha \right) + \frac 1 { 2 4 z _ { l } ^ { 2 } } - \frac { q ^ { 2 } } { 2 z _ { l } ^ { 2 } } + O \left( \frac 1 { z _ { l } ^ { 4 } } \right) \right] + O ( \eta ^ { 3 } ) \ .,20386b7947.png
I \propto \epsilon _ { \{ n \} } \epsilon _ { \{ m \} } \prod _ { i } \left\langle P _ { n _ { i } } ( x _ { i } ) Q _ { m _ { i } } ( y _ { i } ) \right\rangle = N ! \prod _ { n = 1 } ^ { N } h _ { n },69f62b882a.png
